"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"24","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:28:32","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"25","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:27:42","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"26","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:27:17","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"27","RT @businessinsider: In Apple's 'Ambient Paradigm' devices will just 'know' who you are so you won't need an iPhone  ","2017-09-14 11:27:13","TRUE","14","0","0","Apple IPhone","New York","USA",FALSE
"28","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:27:00","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"29","Apple iPhone 4S 16GB 32GB Factory Unlocked AT&amp;T T-Mobile Smartphone  ","2017-09-14 11:26:21","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"30","Apple iPhone 6 16GB 64GB 128GB AT&amp;T   ","2017-09-14 11:26:19","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"31","Apple iPhone 7 Plus 32GB GSM Unlocked Smartphone Multi Colors  ","2017-09-14 11:26:16","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"32","RT @WendyWiIllams: HOT TOPICS: Apple to replace Touch ID with facial identification! How will @LilKim access her iPhone now?  ","2017-09-14 11:26:01","TRUE","223","0","1","Apple IPhone","New York","USA",FALSE
"33","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:25:54","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"34","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:25:35","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"35","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:25:21","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"36","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:25:12","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"37","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:25:07","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"38","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:25:03","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"39","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:25:01","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"40","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:24:50","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"41","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:24:22","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"42","RT @SportsCenter: Apple clearly didn't have John Cena in mind when they designed the iPhone X ...  ","2017-09-14 11:23:57","TRUE","2463","0","1","Apple IPhone","New York","USA",FALSE
"43","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:23:53","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"44","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:23:52","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"45","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:23:50","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"46","Apple iPhone 4S 16GB 32GB Factory Unlocked AT&amp;T T-Mobile Smartphone  ","2017-09-14 11:23:40","FALSE","0","0","0","Apple IPhone","New York","USA",TRUE
"47","Apple iPhone 6 16GB 64GB 128GB AT&amp;T   ","2017-09-14 11:23:38","FALSE","0","0","0","Apple IPhone","New York","USA",TRUE
"48","Apple iPhone 7 Plus 32GB GSM Unlocked Smartphone Multi Colors  ","2017-09-14 11:23:36","FALSE","0","0","0","Apple IPhone","New York","USA",TRUE
"49","The iPhone X: Expensive and Impressive  ","2017-09-14 11:23:25","FALSE","0","1","0","Apple IPhone","New York","USA",FALSE
"50","RT @nytimesbusiness: iPhone X is priced at $999, the most expensive ever for a new iPhone model. It will ship on Nov. 3.  ","2017-09-14 11:22:33","TRUE","6","0","-1","Apple IPhone","New York","USA",FALSE
"51","RT @SportsCenter: Apple clearly didn't have John Cena in mind when they designed the iPhone X ...  ","2017-09-14 11:22:29","TRUE","2463","0","1","Apple IPhone","New York","USA",TRUE
"52","RT @BloombergTV: Here's what you need to know about Apple's new iPhone X  ","2017-09-14 11:22:08","TRUE","43","0","0","Apple IPhone","New York","USA",FALSE
"53","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:21:47","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"54","Apples New Product Release Event Sends Ripples Through Stock Market  ","2017-09-14 11:21:42","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"55","RT @BlackInformant: We Asked 6 Privacy and Legal Experts About Apples New Face ID  ","2017-09-14 11:21:40","TRUE","3","0","0","Apple IPhone","New York","USA",FALSE
"56","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:21:26","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"57","Apple share price drops after embarrassing demo Face ID fail at iPhone X launch  ","2017-09-14 11:21:01","FALSE","0","0","-2","Apple IPhone","New York","USA",FALSE
"58","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:20:51","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"59","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:20:49","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"60","RT @WIRED: We tried out Apple's phone of the future: the iPhone X. Here's what it's like:  ","2017-09-14 11:20:21","TRUE","79","0","1","Apple IPhone","New York","USA",TRUE
"61","RT @businessinsider: In Apple's 'Ambient Paradigm' devices will just 'know' who you are so you won't need an iPhone  ","2017-09-14 11:19:40","TRUE","14","0","0","Apple IPhone","New York","USA",TRUE
"62","RT @FastCompany: Apple: Face ID didn't fail during the iPhone X demo  ","2017-09-14 11:19:21","TRUE","5","0","-1","Apple IPhone","New York","USA",FALSE
"63","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:18:44","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"64","Apple explains the demo failure!  ","2017-09-14 11:18:04","FALSE","0","0","-1","Apple IPhone","New York","USA",FALSE
"65","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:18:04","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"66","RT @WIRED: We tried out Apple's phone of the future: the iPhone X. Here's what it's like:  ","2017-09-14 11:17:55","TRUE","79","0","1","Apple IPhone","New York","USA",TRUE
"67","RT @businessinsider: Apple announced an iPhone 8 and iPhone X  here are the most important differences  ","2017-09-14 11:17:44","TRUE","49","0","1","Apple IPhone","New York","USA",TRUE
"68","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:17:23","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"69","RT @businessinsider: Apple announced an iPhone 8 and iPhone X  here are the most important differences  ","2017-09-14 11:17:22","TRUE","49","0","1","Apple IPhone","New York","USA",TRUE
"70","Apple: Face ID didnt fail during the iPhone X demo - Fast Company  ","2017-09-14 11:16:25","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"71","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:15:55","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"72","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:15:49","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"73","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:15:48","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"74","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:15:46","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"75","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:15:41","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"76","RT @motherboard: We asked 6 privacy and legal experts what they thought of Apple's Face ID  ","2017-09-14 11:15:16","TRUE","9","0","0","Apple IPhone","New York","USA",FALSE
"77","Did The IPHONE X Face ID Feature Really Fail Onstage? Heres What May Have Happened At The Apple Event  ","2017-09-14 11:14:50","FALSE","0","0","-1","Apple IPhone","New York","USA",FALSE
"78","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:14:44","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"79","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:14:01","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"80","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:13:33","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"81","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:13:11","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"82","10 years of Cracking Open the Apple iPhone  ","2017-09-14 11:13:07","FALSE","0","1","0","Apple IPhone","New York","USA",FALSE
"83","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:12:54","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"84","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:12:41","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"85","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:12:40","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"86","The iPhone Is Guaranteed to Last Only One Year, Apple Argues in Court |  Motherboard  ","2017-09-14 11:12:15","FALSE","0","1","0","Apple IPhone","New York","USA",FALSE
"87","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:12:03","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"88","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:11:59","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"89","RT @sally_TNV: Everything Apple announced at its iPhone Xkeynote  ","2017-09-14 11:11:56","TRUE","2","0","0","Apple IPhone","New York","USA",FALSE
"90","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:11:55","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"91","RT @BGR: Apple explained what caused the Face ID failure during the iPhone X demo  ","2017-09-14 11:11:52","TRUE","8","0","-1","Apple IPhone","New York","USA",TRUE
"92","RT @BGR: Apple explained what caused the Face ID failure during the iPhone X demo  ","2017-09-14 11:11:45","TRUE","8","0","-1","Apple IPhone","New York","USA",TRUE
"93","RT @sally_TNV: Everything Apple announced at its iPhone Xkeynote  ","2017-09-14 11:11:37","TRUE","2","0","0","Apple IPhone","New York","USA",TRUE
"94","RT @Forbes: Why the iPhone X will not be the answer to Apple's China problem:  ","2017-09-14 11:11:17","TRUE","28","0","-1","Apple IPhone","New York","USA",FALSE
"95","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:11:04","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"96","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:10:47","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"97","Will Apple's new Face ID security feature help cops unlock your iPhone? And  iPhone X  Introducing iPhone X  Apple Check It Out! ","2017-09-14 11:10:17","FALSE","1","0","0","Apple IPhone","New York","USA",FALSE
"98","RT @BGR: Apple explained what caused the Face ID failure during the iPhone X demo  ","2017-09-14 11:10:05","TRUE","8","0","-1","Apple IPhone","New York","USA",TRUE
"99","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:09:47","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"100","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:09:39","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"101","Any one think it's insensitive for @Apple to be dropping the iPhone X in the wake of Harvey, Irma, and Jose?","2017-09-14 11:09:32","FALSE","0","0","-1","Apple IPhone","New York","USA",FALSE
"102","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:09:25","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"103","Everything Apple announced at its iPhone Xkeynote  ","2017-09-14 11:09:17","FALSE","2","2","0","Apple IPhone","New York","USA",FALSE
"104","MONEY IRMA WSJ

Apple really, really needs its new iPhone to be a hit in China  ","2017-09-14 11:09:15","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"105","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:08:35","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"106","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:07:58","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"107","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:07:54","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"108","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:07:54","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"109","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:07:42","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"110","RT @BGR: Android phones are now failing at twice the rate of Apples iPhones  ","2017-09-14 11:07:33","TRUE","18","0","-1","Apple IPhone","New York","USA",FALSE
"111","IPhone users Download the DjTiger app to listen to FullblastRadio 24/7 FullblastDjs  ","2017-09-14 11:07:31","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"112","IPhone users Download the DjTiger app to listen to FullblastRadio 24/7 FullblastDjs  ","2017-09-14 11:07:30","FALSE","0","0","0","Apple IPhone","New York","USA",TRUE
"113","IPhone users Download the DjTiger app to listen to FullblastRadio 24/7 FullblastDjs  ","2017-09-14 11:07:29","FALSE","0","0","0","Apple IPhone","New York","USA",TRUE
"114","IPhone users Download the DjTiger app to listen to FullblastRadio 24/7 FullblastDjs  ","2017-09-14 11:07:27","FALSE","0","0","0","Apple IPhone","New York","USA",TRUE
"115","RT @businessinsider: In Apple's 'Ambient Paradigm' devices will just 'know' who you are so you won't need an iPhone  ","2017-09-14 11:07:25","TRUE","14","0","0","Apple IPhone","New York","USA",TRUE
"116","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:06:49","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"117","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:06:48","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"118","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:06:45","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"119","RT @MKBHD: Wireless charging mat called AirPower. Charges iPhone, Apple Watch and AirPods (optional case) at once. Probably quite expensive","2017-09-14 11:06:45","TRUE","1328","0","-1","Apple IPhone","New York","USA",FALSE
"120","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:06:35","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"121","Cant believe Apple had the temerity to make a $1000 iPhone! I will stick with my $929 iPhone of the people thank you","2017-09-14 11:06:27","FALSE","0","7","0","Apple IPhone","New York","USA",FALSE
"122","Apple is facing questions from the U.S. Senate on the privacy protections in iPhone X  ","2017-09-14 11:06:16","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"123","RT @AmazonBay4u: eBay technews A revolutionary device or a let down? Apple's 'luxury' 999 iPhone X  ","2017-09-14 11:05:19","TRUE","1","0","2","Apple IPhone","New York","USA",FALSE
"124","RT @verge: The $999 iPhone X was an inevitability  ","2017-09-14 11:05:08","TRUE","33","0","0","Apple IPhone","New York","USA",FALSE
"125","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:05:05","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"126","eBay technews Unsigned singer shocked to find herself featured in Apple's iPhone X  ","2017-09-14 11:05:01","FALSE","0","0","-1","Apple IPhone","New York","USA",FALSE
"127","eBay technews The Apple iPhone 8 and 8 Plus are undeserving of their new model  ","2017-09-14 11:05:00","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"128","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:04:44","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"129","RT @businessinsider: In Apple's 'Ambient Paradigm' devices will just 'know' who you are so you won't need an iPhone  ","2017-09-14 11:04:38","TRUE","14","0","0","Apple IPhone","New York","USA",TRUE
"130","RT @WIRED: Along with a new iPhone and Apple Watch, you'll need one more thingnew accessories  ","2017-09-14 11:04:37","TRUE","16","0","0","Apple IPhone","New York","USA",FALSE
"131","eBay technews A revolutionary device or a let down? Apple's 'luxury' 999 iPhone X  ","2017-09-14 11:04:30","FALSE","1","0","2","Apple IPhone","New York","USA",FALSE
"132","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:04:15","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"133","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:03:49","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"134","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:03:43","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"135","Apple explained what caused the Face ID failure during the iPhone X demo ~ Visit Here:  ","2017-09-14 11:03:42","FALSE","0","0","-1","Apple IPhone","New York","USA",FALSE
"136","In my opinion the new iphone x looks like samsung galaxy s8+ . I use iphone but i think the apple need a new Steve Jobs. innovation future","2017-09-14 11:03:32","FALSE","0","0","2","Apple IPhone","New York","USA",FALSE
"137","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:03:17","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"138","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:02:53","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"139","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:02:49","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"140","RT @Reach1SocMedia: @DigitalTrends: A dozen companies could have built the iPhone X. Why did they wait for Apple?  ","2017-09-14 11:02:43","TRUE","1","0","0","Apple IPhone","New York","USA",FALSE
"141","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:02:27","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"142","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:02:24","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"143","TechNews The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:02:13","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"144","RT @BGR: Apple explained what caused the Face ID failure during the iPhone X demo  ","2017-09-14 11:02:10","TRUE","8","0","-1","Apple IPhone","New York","USA",TRUE
"145","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:01:57","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"146","RT @verge: 5 things Android phones did before Apple's iPhone X  ","2017-09-14 11:01:46","TRUE","589","0","0","Apple IPhone","New York","USA",TRUE
"147","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:01:44","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"148","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:01:34","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"149","Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:01:26","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"150","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:01:25","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"151","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:01:21","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"152","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:00:48","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"153","@DigitalTrends: A dozen companies could have built the iPhone X. Why did they wait for Apple?  ","2017-09-14 11:00:44","FALSE","1","1","0","Apple IPhone","New York","USA",FALSE
"154","Twitter Reacts: Apple launch iPhone 8 and iPhone X  ","2017-09-14 11:00:43","FALSE","0","0","0","Apple IPhone","New York","USA",FALSE
"155","RT @motherboard: We asked 6 privacy and legal experts what they thought of Apple's Face ID  ","2017-09-14 11:00:41","TRUE","9","0","0","Apple IPhone","New York","USA",TRUE
"156","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:00:30","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"157","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:00:29","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"158","RT @theSirToasty: Apple: We're skipping iPhone 9 and going straight to 10.

Nintendo: Mario Party ONE HUNDRED.  ","2017-09-14 11:00:26","TRUE","334","0","0","Apple IPhone","New York","USA",TRUE
"159","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:00:26","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"160","RT @WSJ: Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:00:25","TRUE","18","0","0","Apple IPhone","New York","USA",TRUE
"161","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:00:24","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"162","RT @verge: The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:00:15","TRUE","27","0","0","Apple IPhone","New York","USA",TRUE
"163","Apple really, really needs its new iPhone to be a hit in China 
 ","2017-09-14 11:00:09","FALSE","18","23","0","Apple IPhone","New York","USA",TRUE
"164","The iPhone X is designed for a generation of selfie takers  ","2017-09-14 11:00:07","FALSE","27","53","0","Apple IPhone","New York","USA",FALSE
